shot_id,loc_x,loc_y,shot_distance,shot_zone_area,playoffs,period,minutes_remaining,seconds_remaining,shot_type,action_type,t1,t2,t3,t4,t5,t6
45,-12,19,2,0,0,3,4,29,2,1,0,1,0,0,0,0
46,-4,4,0,0,0,3,3,21,2,1,0,1,0,0,0,0
47,-4,4,0,0,0,3,2,55,2,2,0,0,1,0,0,0
48,1,9,0,0,0,3,2,38,2,2,0,0,1,0,0,0
49,121,120,17,2,0,4,4,55,2,0,1,0,0,0,0,0
50,-176,30,17,3,0,4,3,19,2,0,1,0,0,0,0,0
51,1,9,0,0,0,4,1,8,2,1,0,1,0,0,0,0
52,-12,9,1,0,0,4,1,6,2,1,0,1,0,0,0,0
53,24,70,7,0,0,1,10,33,2,0,1,0,0,0,0,0
54,-189,-4,18,3,0,1,10,4,2,0,1,0,0,0,0,0
55,-141,247,28,4,0,1,4,58,3,0,1,0,0,0,0,0
56,-155,194,24,4,0,1,2,33,3,0,1,0,0,0,0,0
57,1,228,22,0,0,2,11,26,3,0,1,0,0,0,0,0
58,0,0,0,0,0,2,8,40,2,1,0,1,0,0,0,0
59,0,0,0,0,0,2,4,5,2,2,0,0,1,0,0,0
60,146,241,28,2,0,2,3,10,3,0,1,0,0,0,0,0
61,-33,108,11,0,0,2,2,2,2,0,1,0,0,0,0,0
62,22,49,5,0,0,2,0,47,2,1,0,1,0,0,0,0
63,0,0,0,0,0,3,9,32,2,1,0,1,0,0,0,0
64,56,21,5,0,0,3,0,37,2,1,0,1,0,0,0,0
65,121,26,12,1,0,3,0,1,2,1,0,1,0,0,0,0
66,-10,91,9,0,0,4,10,13,2,0,1,0,0,0,0,0
67,-119,36,12,3,0,1,9,6,2,0,1,0,0,0,0,0
68,231,57,23,1,0,1,8,17,3,0,1,0,0,0,0,0
69,0,0,0,0,0,1,7,53,2,1,0,1,0,0,0,0
70,0,0,0,0,0,1,7,1,2,2,0,0,1,0,0,0
71,159,110,19,1,0,1,5,15,2,0,1,0,0,0,0,0
72,7,257,25,0,0,1,3,11,3,0,1,0,0,0,0,0
73,0,0,0,0,0,2,7,56,2,1,0,1,0,0,0,0
74,51,57,7,0,0,2,2,40,2,0,1,0,0,0,0,0
75,167,190,25,2,0,2,0,10,3,0,1,0,0,0,0,0
76,-119,190,22,4,0,3,11,2,2,0,1,0,0,0,0,0
77,16,57,5,0,0,3,9,10,2,0,1,0,0,0,0,0
78,-84,110,13,3,0,3,7,24,2,0,1,0,0,0,0,0
79,-71,42,8,3,0,3,0,1,2,0,1,0,0,0,0,0
80,58,47,7,0,0,4,11,49,2,0,1,0,0,0,0,0
81,30,133,13,0,0,4,5,1,2,0,1,0,0,0,0,0
82,1,156,15,0,0,4,0,46,2,0,1,0,0,0,0,0
83,132,211,24,2,0,1,11,41,3,0,1,0,0,0,0,0
84,-8,4,0,0,0,1,10,59,2,2,0,0,1,0,0,0
85,-29,70,7,0,0,1,9,48,2,0,1,0,0,0,0,0
86,-124,49,13,3,0,1,7,26,2,0,1,0,0,0,0,0
87,132,127,18,2,0,1,6,36,2,0,1,0,0,0,0,0
88,-29,188,19,0,0,1,5,54,2,0,1,0,0,0,0,0
89,140,76,15,1,0,1,2,24,2,0,1,0,0,0,0,0
90,140,0,14,1,0,1,1,48,2,0,1,0,0,0,0,0
91,-1,156,15,0,0,1,1,25,2,0,1,0,0,0,0,0
92,-151,4,15,3,0,1,0,47,2,0,1,0,0,0,0,0
93,110,76,13,1,0,2,10,57,2,0,1,0,0,0,0,0
94,132,87,15,1,0,2,9,37,2,0,1,0,0,0,0,0
95,132,4,13,1,0,2,4,25,2,0,1,0,0,0,0,0
96,-58,251,25,0,0,2,3,50,3,0,1,0,0,0,0,0
97,-94,160,18,4,0,2,3,15,2,0,1,0,0,0,0,0
98,-193,150,24,4,0,2,0,53,3,0,1,0,0,0,0,0
99,140,0,14,1,0,2,0,48,2,0,1,0,0,0,0,0
100,39,9,4,0,0,3,11,26,2,0,1,0,0,0,0,0
101,24,150,15,0,0,3,9,20,2,0,1,0,0,0,0,0
102,-1,0,0,0,0,3,7,53,2,2,0,0,1,0,0,0
103,119,133,17,2,0,3,6,40,2,0,1,0,0,0,0,0
104,-101,137,17,4,0,3,4,16,2,0,1,0,0,0,0,0
105,119,19,12,1,0,3,3,0,2,0,1,0,0,0,0,0
106,-193,42,19,3,0,3,0,48,2,0,1,0,0,0,0,0
107,-166,55,17,3,0,3,0,21,2,0,1,0,0,0,0,0
108,24,116,11,0,0,4,10,39,2,0,1,0,0,0,0,0
109,-65,156,16,4,0,4,7,8,2,0,1,0,0,0,0,0
110,-166,26,16,3,0,4,6,25,2,0,1,0,0,0,0,0
111,-58,76,9,3,0,4,5,14,2,0,1,0,0,0,0,0
112,-37,70,7,0,0,4,3,38,2,0,1,0,0,0,0,0
113,-151,150,21,4,0,4,0,43,2,0,1,0,0,0,0,0
114,-94,188,21,4,0,1,11,9,2,0,1,0,0,0,0,0
115,0,0,0,0,0,1,10,17,2,1,0,1,0,0,0,0
116,0,0,0,0,0,1,9,23,2,1,0,1,0,0,0,0
117,0,0,0,0,0,1,9,21,2,3,0,0,0,1,0,0
118,0,0,0,0,0,1,3,2,2,2,0,0,1,0,0,0
119,0,0,0,0,0,1,0,44,2,1,0,1,0,0,0,0
120,85,141,16,2,0,1,0,21,2,0,1,0,0,0,0,0
121,-88,158,18,4,0,2,8,50,2,0,1,0,0,0,0,0
122,0,0,0,0,0,2,8,18,2,2,0,0,1,0,0,0
123,-155,53,16,3,0,2,2,40,2,0,1,0,0,0,0,0
124,0,0,0,0,0,2,0,30,2,5,0,0,0,0,0,1
125,1,276,27,0,0,2,0,4,3,0,1,0,0,0,0,0
126,-96,133,16,4,0,3,9,59,2,1,0,1,0,0,0,0
127,155,-8,15,1,0,3,8,38,2,0,1,0,0,0,0,0
128,-155,13,15,3,0,3,5,18,2,0,1,0,0,0,0,0
129,-84,133,15,3,0,3,4,34,2,0,1,0,0,0,0,0
130,-178,-8,17,3,0,3,3,51,2,0,1,0,0,0,0,0
131,16,89,9,0,0,3,3,40,2,0,1,0,0,0,0,0
132,-48,106,11,0,0,3,3,33,2,0,1,0,0,0,0,0
133,0,0,0,0,0,3,2,56,2,1,0,1,0,0,0,0
134,-170,13,17,3,0,3,2,5,2,0,1,0,0,0,0,0
135,-119,133,17,4,0,3,0,14,2,0,1,0,0,0,0,0
136,9,40,4,0,0,4,10,52,2,0,1,0,0,0,0,0
137,-84,82,11,3,0,4,6,34,2,0,1,0,0,0,0,0
138,9,59,5,0,0,4,4,57,2,0,1,0,0,0,0,0
139,0,0,0,0,0,4,3,28,2,2,0,0,1,0,0,0
140,9,59,5,0,0,4,1,38,2,1,0,1,0,0,0,0
141,45,36,5,0,0,4,1,5,2,0,1,0,0,0,0,0
142,0,0,0,0,0,4,1,3,2,3,0,0,0,1,0,0
143,0,0,0,0,0,1,7,43,2,1,0,1,0,0,0,0
144,237,11,23,1,0,1,4,52,3,0,1,0,0,0,0,0
145,0,0,0,0,0,1,3,8,2,4,0,0,0,0,1,0
146,129,-4,12,1,0,1,2,25,2,0,1,0,0,0,0,0
147,-98,97,13,3,0,1,0,48,2,0,1,0,0,0,0,0
148,167,78,18,1,0,2,11,16,2,0,1,0,0,0,0,0
149,108,249,27,2,0,2,10,19,3,0,1,0,0,0,0,0
150,0,0,0,0,0,2,10,5,2,1,0,1,0,0,0,0
151,100,175,20,2,0,2,9,7,2,1,0,1,0,0,0,0
152,7,169,16,0,0,2,4,14,2,0,1,0,0,0,0,0
153,0,0,0,0,0,2,3,22,2,1,0,1,0,0,0,0
154,0,0,0,0,0,2,1,54,2,1,0,1,0,0,0,0
155,0,0,0,0,0,2,0,28,2,1,0,1,0,0,0,0
156,0,0,0,0,0,2,0,26,2,3,0,0,0,1,0,0
157,115,169,20,2,0,3,10,23,2,0,1,0,0,0,0,0
158,1,72,7,0,0,3,5,23,2,0,1,0,0,0,0,0
159,0,0,0,0,0,3,3,53,2,2,0,0,1,0,0,0
160,0,0,0,0,0,3,0,37,2,2,0,0,1,0,0,0
161,113,230,25,2,0,4,11,43,3,0,1,0,0,0,0,0
162,0,0,0,0,0,4,10,28,2,1,0,1,0,0,0,0
163,0,0,0,0,0,4,10,11,2,2,0,0,1,0,0,0
164,0,0,0,0,0,4,5,37,2,1,0,1,0,0,0,0
165,0,0,0,0,0,4,5,32,2,2,0,0,1,0,0,0
166,98,194,21,2,0,1,11,42,2,0,1,0,0,0,0,0
167,-117,184,21,4,0,1,11,7,2,0,1,0,0,0,0,0
168,-168,-2,16,3,0,1,8,53,2,0,1,0,0,0,0,0
169,70,36,7,0,0,1,8,16,2,0,1,0,0,0,0,0
170,0,0,0,0,0,1,7,43,2,1,0,1,0,0,0,0
171,-37,42,5,0,0,1,2,47,2,0,1,0,0,0,0,0
172,70,194,20,2,0,1,1,36,2,0,1,0,0,0,0,0
173,163,116,20,1,0,1,1,5,2,0,1,0,0,0,0,0
174,113,179,21,2,0,2,8,13,2,0,1,0,0,0,0,0
175,169,-2,16,1,0,2,6,27,2,0,1,0,0,0,0,0
176,91,156,18,2,0,2,0,52,2,0,1,0,0,0,0,0
177,134,93,16,1,0,2,0,19,2,0,1,0,0,0,0,0
178,47,477,47,5,0,2,0,0,3,0,1,0,0,0,0,0
179,11,137,13,0,0,3,8,52,2,0,1,0,0,0,0,0
180,199,13,19,1,0,3,2,55,2,0,1,0,0,0,0,0
181,77,236,24,2,0,3,0,1,3,0,1,0,0,0,0,0
182,0,0,0,0,0,4,11,44,2,4,0,0,0,0,1,0
183,11,247,24,0,0,4,9,18,3,0,1,0,0,0,0,0
184,-103,230,25,4,0,4,5,43,3,0,1,0,0,0,0,0
185,-31,247,24,0,0,4,0,2,3,0,1,0,0,0,0,0
186,-10,99,9,0,0,5,2,5,2,0,1,0,0,0,0,0
187,13,100,10,0,0,5,2,7,2,0,1,0,0,0,0,0
188,-73,200,21,4,0,5,0,24,2,0,1,0,0,0,0,0
189,-77,184,19,4,0,1,10,5,2,0,1,0,0,0,0,0
190,188,177,25,2,0,1,9,7,3,0,1,0,0,0,0,0
191,0,0,0,0,0,1,8,15,2,1,0,1,0,0,0,0
192,174,-6,17,1,0,1,6,24,2,0,1,0,0,0,0,0
193,0,0,0,0,0,1,6,2,2,1,0,1,0,0,0,0
194,-128,137,18,4,0,1,4,22,2,0,1,0,0,0,0,0
195,0,0,0,0,0,1,4,9,2,4,0,0,0,0,1,0
196,153,4,15,1,0,1,0,18,2,0,1,0,0,0,0,0
197,1,93,9,0,0,2,11,19,2,0,1,0,0,0,0,0
198,115,160,19,2,0,2,6,51,2,0,1,0,0,0,0,0
199,159,200,25,2,0,2,6,11,3,0,1,0,0,0,0,0
200,167,0,16,1,0,2,0,21,2,0,1,0,0,0,0,0
201,-162,245,29,4,0,3,11,17,3,0,1,0,0,0,0,0
202,-162,66,17,3,0,3,10,5,2,0,1,0,0,0,0,0
203,167,-6,16,1,0,3,8,35,2,0,1,0,0,0,0,0
204,-4,150,15,0,0,3,6,24,2,0,1,0,0,0,0,0
205,-185,9,18,3,0,3,5,1,2,0,1,0,0,0,0,0
206,237,19,23,1,0,3,3,21,3,0,1,0,0,0,0,0
207,-229,19,22,3,0,3,0,47,3,0,1,0,0,0,0,0
208,0,0,0,0,0,4,11,10,2,1,0,1,0,0,0,0
209,0,0,0,0,0,4,7,10,2,2,0,0,1,0,0,0
210,-214,156,26,4,0,4,5,19,3,0,1,0,0,0,0,0
211,-149,137,20,4,0,4,3,38,2,0,1,0,0,0,0,0
212,37,82,8,0,0,4,1,18,2,0,1,0,0,0,0,0
213,-42,87,9,0,0,4,0,46,2,0,1,0,0,0,0,0
214,28,247,24,0,0,1,9,3,3,0,1,0,0,0,0,0
215,7,97,9,0,0,1,6,10,2,0,1,0,0,0,0,0
216,0,0,0,0,0,1,3,10,2,2,0,0,1,0,0,0
217,0,0,0,0,0,1,0,13,2,1,0,1,0,0,0,0
218,0,0,0,0,0,2,7,24,2,2,0,0,1,0,0,0
219,115,135,17,2,0,2,6,3,2,0,1,0,0,0,0,0
220,142,184,23,2,0,2,0,44,2,0,1,0,0,0,0,0
221,0,0,0,0,0,3,11,24,2,2,0,0,1,0,0,0
222,0,0,0,0,0,3,10,19,2,1,0,1,0,0,0,0
223,79,163,18,2,0,3,9,45,2,0,1,0,0,0,0,0
224,142,141,20,2,0,3,7,22,2,0,1,0,0,0,0,0
225,30,125,12,0,0,3,6,43,2,0,1,0,0,0,0,0
226,-60,97,11,3,0,3,4,55,2,1,0,1,0,0,0,0
227,0,0,0,0,0,3,1,34,2,1,0,1,0,0,0,0
228,0,0,0,0,0,3,0,4,2,2,0,0,1,0,0,0
229,115,245,27,2,0,4,11,13,3,0,1,0,0,0,0,0
230,-132,184,22,4,0,4,10,52,2,0,1,0,0,0,0,0
231,0,0,0,0,0,4,10,12,2,1,0,1,0,0,0,0
232,0,0,0,0,0,4,10,8,2,1,0,1,0,0,0,0
233,-25,76,8,0,0,4,2,20,2,1,0,1,0,0,0,0
234,-145,108,18,4,0,4,1,37,2,0,1,0,0,0,0,0
235,-208,-29,21,3,0,4,0,31,2,0,1,0,0,0,0,0
236,-105,148,18,4,0,1,10,5,2,0,1,0,0,0,0,0
237,-48,175,18,0,0,1,8,0,2,0,1,0,0,0,0,0
238,-77,247,25,0,0,1,4,58,3,0,1,0,0,0,0,0
239,0,0,0,0,0,1,2,36,2,1,0,1,0,0,0,0
240,0,0,0,0,0,1,2,20,2,1,0,1,0,0,0,0
241,0,0,0,0,0,1,2,8,2,2,0,0,1,0,0,0
242,142,226,26,2,0,1,1,43,3,0,1,0,0,0,0,0
243,0,0,0,0,0,2,10,17,2,4,0,0,0,0,1,0
244,-63,171,18,4,0,2,9,16,2,0,1,0,0,0,0,0
245,0,0,0,0,0,2,3,34,2,4,0,0,0,0,1,0
246,64,175,18,2,0,2,2,30,2,0,1,0,0,0,0,0
247,0,0,0,0,0,3,9,52,2,2,0,0,1,0,0,0
248,0,0,0,0,0,3,9,12,2,1,0,1,0,0,0,0
249,115,236,26,2,0,3,6,31,3,0,1,0,0,0,0,0
250,0,0,0,0,0,3,6,9,2,2,0,0,1,0,0,0
251,163,7,16,1,0,3,5,20,2,0,1,0,0,0,0,0
252,0,0,0,0,0,3,2,6,2,1,0,1,0,0,0,0
253,0,0,0,0,0,3,2,0,2,1,0,1,0,0,0,0
254,0,0,0,0,0,3,1,26,2,1,0,1,0,0,0,0
255,64,40,7,0,0,1,10,33,2,0,1,0,0,0,0,0
256,-105,-2,10,3,0,1,7,33,2,1,0,1,0,0,0,0
257,106,154,18,2,0,1,6,22,2,0,1,0,0,0,0,0
258,0,0,0,0,0,1,5,52,2,1,0,1,0,0,0,0
259,64,95,11,1,0,1,3,56,2,0,1,0,0,0,0,0
260,106,154,18,2,0,1,3,25,2,0,1,0,0,0,0,0
261,-132,2,13,3,0,1,1,4,2,0,1,0,0,0,0,0
262,73,17,7,0,0,3,10,53,2,0,1,0,0,0,0,0
263,0,0,0,0,0,3,9,45,2,2,0,0,1,0,0,0
264,115,137,17,2,0,3,9,18,2,0,1,0,0,0,0,0
265,-132,154,20,4,0,3,6,24,2,0,1,0,0,0,0,0
266,0,0,0,0,0,3,5,58,2,1,0,1,0,0,0,0
267,-141,-19,14,3,0,3,3,12,2,0,1,0,0,0,0,0
268,235,23,23,1,0,3,2,42,3,0,1,0,0,0,0,0
269,28,175,17,0,0,3,0,21,2,0,1,0,0,0,0,0
270,184,171,25,2,0,4,11,38,3,0,1,0,0,0,0,0
271,127,61,14,1,0,4,9,50,2,1,0,1,0,0,0,0
272,28,89,9,0,0,4,9,36,2,0,1,0,0,0,0,0
273,-84,213,22,4,0,4,7,30,2,0,1,0,0,0,0,0
274,-119,144,18,4,0,4,5,24,2,1,0,1,0,0,0,0
275,0,110,11,0,0,1,10,25,2,1,0,1,0,0,0,0
276,0,0,0,0,0,1,7,14,2,1,0,1,0,0,0,0
277,127,80,15,1,0,1,6,17,2,0,1,0,0,0,0,0
278,-143,219,26,4,0,1,5,44,3,0,1,0,0,0,0,0
279,0,0,0,0,0,1,5,17,2,4,0,0,0,0,1,0
280,77,141,16,2,0,2,7,18,2,0,1,0,0,0,0,0
281,-6,70,7,0,0,2,6,35,2,1,0,1,0,0,0,0
282,98,141,17,2,0,2,2,38,2,0,1,0,0,0,0,0
283,0,0,0,0,0,2,2,8,2,1,0,1,0,0,0,0
284,0,0,0,0,0,2,1,39,2,1,0,1,0,0,0,0
285,144,215,25,2,0,2,0,36,3,0,1,0,0,0,0,0
286,-63,177,18,4,0,3,11,24,2,0,1,0,0,0,0,0
287,100,259,27,2,0,3,7,20,3,0,1,0,0,0,0,0
288,-48,78,9,3,0,3,4,53,2,0,1,0,0,0,0,0
289,153,198,25,2,0,3,3,42,3,0,1,0,0,0,0,0
290,-56,21,5,0,0,3,2,15,2,4,0,0,0,0,1,0
291,0,0,0,0,0,3,0,54,2,1,0,1,0,0,0,0
292,201,11,20,1,0,4,11,7,2,0,1,0,0,0,0,0
293,51,116,12,0,0,4,10,39,2,0,1,0,0,0,0,0
294,243,34,24,1,0,1,9,42,3,0,1,0,0,0,0,0
295,123,232,26,2,0,1,5,0,3,0,1,0,0,0,0,0
296,-157,137,20,4,0,1,3,30,2,0,1,0,0,0,0,0
297,138,110,17,2,0,2,11,8,2,0,1,0,0,0,0,0
298,102,137,17,2,0,2,8,40,2,0,1,0,0,0,0,0
299,-65,106,12,3,0,2,8,11,2,1,0,1,0,0,0,0
300,-115,106,15,3,0,2,6,11,2,0,1,0,0,0,0,0
301,-86,55,10,3,0,2,5,47,2,1,0,1,0,0,0,0
302,186,17,18,1,0,2,3,47,2,0,1,0,0,0,0,0
303,0,0,0,0,0,2,2,54,2,1,0,1,0,0,0,0
304,0,0,0,0,0,3,8,22,2,2,0,0,1,0,0,0
305,142,245,28,2,0,3,7,22,3,0,1,0,0,0,0,0
306,-33,70,7,0,0,3,6,52,2,0,1,0,0,0,0,0
307,-12,42,4,0,0,3,6,48,2,0,1,0,0,0,0,0
308,121,104,15,1,0,3,4,58,2,0,1,0,0,0,0,0
309,0,0,0,0,0,3,4,3,2,1,0,1,0,0,0,0
310,79,163,18,2,0,3,3,18,2,0,1,0,0,0,0,0
311,-94,0,9,3,0,3,2,57,2,0,1,0,0,0,0,0
312,-124,135,18,4,0,3,2,19,2,1,0,1,0,0,0,0
313,0,0,0,0,0,3,1,15,2,2,0,0,1,0,0,0
314,108,409,42,5,0,3,0,0,3,0,1,0,0,0,0,0
315,-67,135,15,0,0,4,10,32,2,0,1,0,0,0,0,0
316,-160,224,27,4,0,4,10,6,3,0,1,0,0,0,0,0
317,-117,217,24,4,0,4,9,23,3,0,1,0,0,0,0,0
318,-134,9,13,3,0,1,10,59,2,0,1,0,0,0,0,0
319,-122,15,12,3,0,1,8,37,2,0,1,0,0,0,0,0
320,-101,116,15,3,0,1,7,10,2,0,1,0,0,0,0,0
321,-29,19,3,0,0,1,0,48,2,1,0,1,0,0,0,0
322,-50,245,25,0,0,1,0,24,3,0,1,0,0,0,0,0
323,-150,466,48,5,0,1,0,0,3,0,1,0,0,0,0,0
324,-29,13,3,0,0,2,11,48,2,1,0,1,0,0,0,0
325,-35,19,3,0,0,2,9,0,2,0,1,0,0,0,0,0
326,-35,19,3,0,0,2,1,54,2,0,1,0,0,0,0,0
327,167,184,24,2,0,2,0,28,3,0,1,0,0,0,0,0
328,129,19,13,1,0,3,10,59,2,0,1,0,0,0,0,0
329,0,0,0,0,0,3,9,37,2,2,0,0,1,0,0,0
330,167,207,26,2,0,3,9,6,3,0,1,0,0,0,0,0
331,0,0,0,0,0,3,7,2,2,2,0,0,1,0,0,0
332,60,177,18,2,0,3,3,45,2,0,1,0,0,0,0,0
333,0,0,0,0,0,3,1,28,2,1,0,1,0,0,0,0
334,-86,253,26,4,0,1,9,34,3,0,1,0,0,0,0,0
335,0,0,0,0,0,1,8,14,2,1,0,1,0,0,0,0
336,172,68,18,1,0,1,7,28,2,0,1,0,0,0,0,0
337,-50,28,5,0,0,1,6,35,2,0,1,0,0,0,0,0
338,-86,165,18,4,0,1,5,30,2,0,1,0,0,0,0,0
339,-79,28,8,3,0,1,4,50,2,0,1,0,0,0,0,0
340,0,0,0,0,0,1,4,4,2,2,0,0,1,0,0,0
341,18,144,14,0,0,1,2,33,2,0,1,0,0,0,0,0
342,123,55,13,1,0,1,2,0,2,0,1,0,0,0,0,0
343,0,0,0,0,0,1,0,7,2,1,0,1,0,0,0,0
344,-170,-15,17,3,0,2,4,40,2,0,1,0,0,0,0,0
345,159,116,19,2,0,2,4,14,2,1,0,1,0,0,0,0
346,-16,55,5,0,0,2,3,14,2,1,0,1,0,0,0,0
347,32,148,15,0,0,3,11,35,2,0,1,0,0,0,0,0
348,26,68,7,0,0,3,10,15,2,0,1,0,0,0,0,0
349,5,198,19,0,0,3,9,10,2,0,1,0,0,0,0,0
350,-149,247,28,4,0,3,6,27,3,0,1,0,0,0,0,0
351,0,0,0,0,0,3,5,59,2,1,0,1,0,0,0,0
352,-79,133,15,3,0,3,4,41,2,0,1,0,0,0,0,0
353,-23,40,4,0,0,3,3,8,2,0,1,0,0,0,0,0
354,66,154,16,2,0,3,0,37,2,0,1,0,0,0,0,0
355,-86,257,27,4,0,3,0,0,3,0,1,0,0,0,0,0
356,75,198,21,2,0,4,11,42,2,0,1,0,0,0,0,0
357,0,0,0,0,0,4,11,0,2,2,0,0,1,0,0,0
358,-58,68,8,3,0,4,9,42,2,0,1,0,0,0,0,0
359,60,61,8,1,0,4,9,7,2,0,1,0,0,0,0,0
360,117,253,27,2,0,4,7,34,3,0,1,0,0,0,0,0
361,-50,17,5,0,0,4,6,49,2,0,1,0,0,0,0,0
362,0,0,0,0,0,4,6,38,2,2,0,0,1,0,0,0
363,18,209,20,0,0,4,4,0,2,0,1,0,0,0,0,0
364,-136,160,20,4,0,4,0,51,2,0,1,0,0,0,0,0
365,-16,181,18,0,0,1,11,18,2,0,1,0,0,0,0,0
366,60,127,14,0,0,1,10,26,2,0,1,0,0,0,0,0
367,87,133,15,1,0,1,9,11,2,1,0,1,0,0,0,0
368,39,82,9,0,0,1,8,34,2,1,0,1,0,0,0,0
369,-149,2,14,3,0,1,6,46,2,0,1,0,0,0,0,0
370,110,243,26,2,0,1,5,26,3,0,1,0,0,0,0,0
371,110,13,11,1,0,1,1,29,2,0,1,0,0,0,0,0
372,11,82,8,0,0,2,8,57,2,0,1,0,0,0,0,0
373,-16,55,5,0,0,2,8,53,2,0,1,0,0,0,0,0
374,237,2,23,1,0,2,8,48,3,0,1,0,0,0,0,0
375,11,198,19,0,0,2,5,18,2,0,1,0,0,0,0,0
376,-185,127,22,3,0,2,1,49,2,0,1,0,0,0,0,0
377,0,0,0,0,0,2,1,10,2,2,0,0,1,0,0,0
378,11,89,8,0,0,2,0,25,2,0,1,0,0,0,0,0
379,18,160,16,0,0,2,0,0,2,0,1,0,0,0,0,0
380,0,0,0,0,0,3,10,32,2,2,0,0,1,0,0,0
381,-98,285,30,4,0,3,6,17,3,0,1,0,0,0,0,0
382,-157,45,16,3,0,3,5,12,2,0,1,0,0,0,0,0
383,-92,186,20,4,0,3,4,5,2,0,1,0,0,0,0,0
384,-149,28,15,3,0,3,3,25,2,0,1,0,0,0,0,0
385,75,28,8,1,0,3,3,3,2,1,0,1,0,0,0,0
386,138,13,13,1,0,3,0,17,2,0,1,0,0,0,0,0
387,0,0,0,0,0,3,0,0,2,3,0,0,0,1,0,0
388,0,0,0,0,0,4,8,35,2,1,0,1,0,0,0,0
389,-115,110,15,3,0,4,7,31,2,1,0,1,0,0,0,0
390,0,0,0,0,0,4,4,16,2,1,0,1,0,0,0,0
391,0,0,0,0,0,4,1,14,2,1,0,1,0,0,0,0
392,-73,11,7,0,0,4,0,41,2,1,0,1,0,0,0,0
393,0,0,0,0,0,1,9,57,2,2,0,0,1,0,0,0
394,-65,165,17,4,0,1,7,27,2,1,0,1,0,0,0,0
395,81,133,15,1,0,1,6,48,2,1,0,1,0,0,0,0
396,138,110,17,2,0,1,3,33,2,0,1,0,0,0,0,0
397,117,247,27,2,0,1,1,27,3,0,1,0,0,0,0,0
398,231,394,45,2,0,1,0,0,3,0,1,0,0,0,0,0
399,5,205,20,0,0,2,11,21,2,0,1,0,0,0,0,0
400,-44,148,15,0,0,2,10,41,2,0,1,0,0,0,0,0
401,18,23,2,0,0,2,9,26,2,1,0,1,0,0,0,0
402,123,89,15,1,0,2,8,6,2,0,1,0,0,0,0,0
